10  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3ee26f9b 3ea87513 3eb152f9 3e6b30c9 3f0d869f 3e720e33 3ef6d156 3f2aa5b4 0 
0 3f0945ec 3e5e1e2d 3e92be7d 3f49c7ca 3f39432b 3f6bbce7 3e5e0162 3effd298 0 
0 3e058029 3f79d4c3 3eee9045 3f79eff9 3e527191 3e100cff 3eb94a11 3f602975 0 
0 3f62826a 3f214e72 3d413f0d 3f0b6eae 3f74699f 3ec8365f 3f542908 3f3e244a 0 
0 3f2fbb16 3f3caa81 3e80bf86 3f461ee8 3f79e85e 3f483956 3eff4997 3f4ac191 0 
0 3f4ad2d0 3f731964 3f578174 3f169139 3f43c01a 3ebc9496 3f5a183c 3f60bdb4 0 
0 3f5246fe 3e5c6d49 3eac1928 3f1aab5b 3ec4ecb3 3f4a8173 3ed36923 3eb30827 0 
0 3e8e74da 3f7c5e70 3e8deebb 3e2cf364 3f3315e2 3e578558 3e0be79d 3f54e0a0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e9fa4ab 3f02f6ed 3f785ab4 3f10daea 3f29db16 3eacb1bf 3f71b398 3e19853d 0 
0 3f35f49d 3e47e656 3eaa8029 3ec95677 3f6ac91b 3f2b88a1 3f62caf9 3ebaf737 0 
0 3e9b70ad 3e59462e 3db68875 3ca13fb8 3d97f8c6 3f0a1647 3e7d6995 3ebe6402 0 
0 3dc8946c 3f7c2f5d 3f7135d3 3e8d0f75 3f644db1 3e6c9a0e 3f7c47d9 3f751d70 0 
0 3f338128 3ecbaae3 3ec33f1b 3e2a2ff9 3f79f36c 3f2f4e31 3e85399f 3f0d75d6 0 
0 3f2ae11b 3f34b5a3 3f604e8f 3ee91672 3f202f63 3e2a1532 3e80b32a 3f1023ed 0 
0 3f076bb1 3dbf45aa 3e1d9a48 3d64daee 3e88702e 3ef7ec40 3eae0bfa 3f7479b9 0 
0 3f7b1edf 3f37777f 3f0c5744 3f1fc46d 3f027a41 3f5a83e0 3f19ff79 3cc847c2 0 
0 0 0 0 0 0 0 0 0 0 

3f4e81bd 3db807ea 3f1d1226 
3f2eff87 3f5df212 3ee19f7d 
3c9ad6ec 3f510562 3ed2a50e 

3df959d0 3f0867da 3f5546fb 
3f03da58 3dfad1f0 3f567cc3 
3f26dd91 3d9a6e37 3f1b589d 

3dd712f6 3f192ae8 3f30b91e 
3f1e18b7 3ebf362f 3f36b3c9 
3d6b6e58 3e9aa19f 3f26bfdd 

3f28a17a 3df9fcdb 3f00319f 
3f0c6145 3f594f4f 3e9033de 
3f056e7c 3e27c996 3f3573ce 

3f7b010e 3ebae947 3e37d83b 
3e1b99de 3f59f6df 3f0f0871 
3ec7fe01 3c749aa7 3e4979f0 

3f695314 3f536142 3f2a3c01 
3f09ea68 3d94348e 3df5a3a7 
3f38b8d1 3f04c10b 3f1e54f1 

3f73f42d 3f632fcc 3e502ccd 
3f66c9b6 3f3c51e6 3f1e8c60 
3f1d3f07 3cb9a5bb 3eb8ea89 

3e609c0c 3f2d2d9c 3cfc7e5f 
3f3044dd 3f2d30c7 3f79f00c 
3f5596ee 3f5c0e9a 3ee9e1b4 

3ee73c35 3dd7329b 3e9af1ec 
3f4e8049 3ec00cab 3d84a3da 
3f3f3f98 3f4e3b27 3eb4b6e6 

3f509b87 3dc68ba1 3f644db0 
3f242bab 3f0b905e 3d268953 
3c2e1602 3ee2d04c 3ebc865b 

3f8719d4 3f85cdff 3f982a06 3fd0277c 3fdccfe0 3fd333d2 3fa2fa31 3fa8e5b9 
0 3ed8ef23 3f7fc3cd 3ea898f6 3e7f5c02 3e7bdf23 3f37dc23 3e55b0eb 3eee14f6 0 
0 3f4bf591 3f6c2ebb 3f60d523 3f0e7d9a 3e025b86 3e899e47 3f0a2781 3e5fd6a6 0 
0 3ef6509e 3e9dfb38 3f5c0bdb 3f4bf88a 3eaf847d 3f5cc768 3f10a3f7 3f3de145 0 
0 3e04bebd 3f40fb5a 3ea58d73 3db0eeef 3e9af769 3e1da19f 3f1f81d9 3e19ff4a 0 
0 0 0 0 0 0 0 0 0 0 

3eb76da4 3f519312 3c59f124 
3efdb4b3 3f37ccb5 3f239618 
3f048b54 3ee3a21f 3f24a695 

3e559ac4 3dc3b18e 3e7cb742 
3d88e33d 3f0cb226 3d38fa9c 
3f6a2a15 3f5aecb4 3e81d446 

3f17a328 3ef42aeb 3f4a6570 
3f3aebfa 3f7eb9ba 3ed9b944 
3e0be4db 3ceba847 3ecf0072 

3f2f2cd1 3f05d764 3ead2236 
3f033ebc 3f7a1e53 3ee97915 
3f43272d 3e8cbf68 3e60bee8 

3e0dde86 3f0905b0 3f254119 
3f5cf198 3f46e54a 3f3b73c6 
3ddf67e8 3f04dd49 3f36d45c 

3bddb9e4 3f4aa74e 3caeb80d 
3f3813ef 3f06e973 3f34eefb 
3ef96ecb 3f18d486 3e114991 

3f3a3d8f 3ea55c17 3e0a831e 
3bdd921d 3d89d2ea 3edf8b0e 
3eb51a71 3de6df06 3e2d4329 

3eacf77d 3f06e6dd 3ec051ad 
3ee2a64c 3d86375f 3f533581 
3f525c7d 3dd031e9 3f5d1628 

3f1c0bf3 3edb0329 3f13cc57 
3f0dadd3 3f5c1229 3f7213ec 
3ef6be49 3f7cac8d 3eb8e631 

3e05910f 3ed11e02 3f30296f 
3f6b13b3 3ea190c2 3f110f15 
3f6126ea 3d457a40 3f10a86d 

3f7469b9 3fbd23d2 3fdb3a74 3fec9be1 3fdcbecd 3fe98798 3fcec185 3f893344 
3f6c91a2 3ff41ea2 401da8ff 4028c12d 402d3f7f 4016668b 401ac0c9 3fcc8869 
3f82c480 3ff711bd 4016df7e 4039ca19 4040195f 3ffecb57 3fedfce1 3fc02bde 
3f8dc12f 3ffb6c75 3fe727eb 403b5218 404eec14 402d9dcb 3fb935dc 3f7203c5 
3fe0210f 4006921e 3febcbf9 4028c6bb 4031f168 4034509d 3ff9e3b4 3f818f15 
3faccbf2 3ff3c9c3 400afbdb 400b4a6c 400fe1d4 4013cfec 401d4368 3fd2fc54 
3faa969d 3fe0c734 404750fd 401f369c 3fe7722b 3fb2141f 401aca8d 4009cffa 
3f239ed0 3f999ff7 3fe72404 40013dc8 3f8d8a6a 3f1cc190 3f9ebedd 3fcee67e 

3eb8020b 3f79cad8 3f88236a 3fa335d2 3fa062cd 3f8e93f7 3f8d7620 3fb29bc0 
3f074f96 3f8ee880 3fe76372 3ffaac9c 40195b6e 3fe58f67 3fc8feff 3fa253a8 
3f6f8e01 3fcc5878 3fa1b596 40032b7d 3ff9e54f 3ff5a6d7 3f8e7022 3f4bbf41 
3f990445 3f829a3d 3f95ad26 3fbf43e0 400b4534 40095b1d 3fb7e16b 3f08ba9d 
3f95f223 3fd37bc1 3fc8d62c 3ffefc9d 3fe185fa 3fe21364 3fc2133b 3fa993d7 
3f23c7f7 3f4100f8 3fb702db 3fe310cb 3fce3da6 3f5e5a28 3faf769d 3fd1eabd 
3ee41c81 3fb8971a 40044a62 40138a75 3fae7557 3f6f3d36 3f9fa250 3fda793a 
3dcbcdb8 3f1f3dbe 3f44239e 3f2ea228 3eeb6631 3e85ad68 3f05eb77 3f1fbb0c 

3f38ef99 3fb30741 3fbf9943 3fc29fc2 3fc8b34b 3fdb39df 3fae8b76 3f32f599 
3fa466f5 3fd19707 4020081d 401cb85c 401e79ab 3fffd494 400c4927 3fd08db3 
3f30c355 3fe52b1f 400bd7f6 4033d203 40283188 40178cbd 3ffd4830 3fc36b4f 
3fc24b8c 3fec9f96 4019d52c 4040ef82 404f53a0 40181fda 3fe4e8cf 3f261063 
3fa4ee57 400edf3c 3fbca1aa 401f0732 40331ea5 402e6d42 3fdb1b03 3f1aa468 
3fa79356 400278da 400ed6cd 401b5685 40186dad 4019b6e4 4016bded 3fbc6627 
3f89f1a0 400430dd 40122643 402c8430 3fe1376a 3fcdfd89 4014543f 400083a6 
3f09e232 3fcbb032 40284cfe 400a0eec 3fcf4ca2 3f7c6ffb 3fe3759f 3fdb0693 

3f38ead9 3fb487a0 3fc6b612 3fdd3fdf 3fe3835f 3fe1acec 3fa510d8 3f978d4e 
3f5381df 3fce6e4b 4023e966 401b4a5d 4035d84f 401d25b0 401f7c10 3fe4eed8 
3f4869c7 40040af5 40048523 403cf2ed 40375c28 4020b913 3ff8b1c4 3fd99e9a 
3fad28ce 3ff1b132 4005d75a 402bebe9 404fd9a4 403a2940 3ffa5ad4 3f5ff2b5 
3fb4793e 4011a6da 3fcd53ec 4034273a 4035b3cf 40372538 3ff1f46f 3f942979 
3fa43d6a 3fefcd92 4001b821 4016653b 40271eaa 40102315 401390d6 3feb662e 
3f588b9c 3fe426ed 402e1ded 404131f2 3ffd0dd2 3fc3dd3f 4009b3ce 40196d4c 
3f0270b9 3fb5705c 4004d0ba 4003a219 3fbea5a6 3f3b271c 3fb129ea 3fda04de 

3f89e47f 3fd42e7f 4002e9d1 3ffdb245 3ffa1e13 400162a3 3ffdab16 3f84f1bf 
3fbb6167 400238a3 4024dab2 4041a538 402b83d8 401058d1 400eb74f 3fd85bcf 
3fa6ca66 3ff2abd7 4031fe6b 4047e252 404a4fe7 40182367 400e7f08 3f975ea7 
3fcca75e 400c5d0c 4011cd0b 405a1433 405f2814 401f71ad 3fcf3acf 3f2e12fd 
3fd84320 4013019f 4003c1e1 402a5057 403f9d06 403613ab 4003d145 3f536281 
3fab4852 40119e3a 4023cd44 4039a1d4 400f47a6 401a1370 402611a4 3fdd2dc0 
3faf9603 40147399 403bb690 402160b3 3ff272c1 3fcacbeb 402b8cd1 3ff9a6c9 
3f4526b6 3fc3d0c2 402a4839 400224a9 3fa317ab 3f81ea1b 3fe77d47 3fb8302b 

3fc6f9be 40146c38 400e149f 3fe2024b 3fc01302 3fcccef5 3fb68b3b 3f3d6a19 
3fc59ef7 40268d14 401a0bf5 40097c26 400bb4cd 4003e4af 3fd0d5ed 3f72cccf 
3f9470bb 3fd136cb 3fd4441d 4026c4dd 40248bb8 4003bb14 3ff4e7d5 3f909c93 
3f9495ab 3f9d7717 4011cc13 40024b21 401168a8 401449f0 3fab2bf3 3fecc7c1 
3fce549d 401f8304 400d26b3 4007011d 3ff79e7c 3f8e997f 4006084e 3f831f85 
3fe13b6a 40415a0b 402468ac 400a6a7c 3fcac66f 3ff9c3e2 3fd660ce 3fcb9fe7 
3fa735b3 401b7e07 4021872e 3ffda3f0 3fdbe76e 3fd39cb1 401605b1 3faeff77 
3f7d0faf 3f7c1fed 3fbc8c41 3f916212 3f202631 3fb7d58f 3f81d338 3f8f2314 

3f2c2374 3f766daf 3f236b5c 3eff1709 3f2f4700 3f191e19 3ec6d061 3e0089bc 
3f2413bb 3fa6b432 3fc9946f 3fb631cd 3f930565 3f80c15e 3f8c0eaf 3f2eb04e 
3f049ace 3fac997f 3faef024 3fb349b4 3fbb8ece 3f88c3ab 3f94b6ec 3f1cf0c1 
3f16145a 3f560007 3f934ed6 3fb29ff8 3f8d6b74 3fab4861 3f8b4302 3effe8f6 
3f4cb56f 3f77b029 3f92cce6 3f81df91 3fcd8a90 3f8f52ca 3f4cc904 3f70154e 
3f55b8b3 3fbd06d8 3fc21082 3f677a66 3f743f26 3f80fec2 3fa3eb06 3f1a9426 
3f30fd5f 3fca65a6 3fe0b8c4 3f9c3434 3f7a6649 3f4a0f70 3f6acfe3 3f4118f8 
3f08f38e 3f4239c8 3f2ca7e8 3f88dabb 3f652a7e 3f63883e 3f8269aa 3f2a3889 

3fbccae4 4014eb96 3ffd0071 3fc1b05c 3fee40e9 3fac645e 3f852c2b 3f1085af 
3f988f58 4039920b 4018ad1f 401e20fc 4018c5f5 3ff294ed 400dc054 3f1ab49e 
3f973495 3fe5d7ae 40222771 4027e8f4 401ad1b3 401fa398 3fe91a64 3f68c598 
3fc772b6 3fa2ddd4 402812a2 400af4f3 4010216f 40082c82 3ff6733c 3f8dec75 
3ff916f1 40152223 4023b456 40089d3f 40118136 3fccfb52 3fe10ea0 3f825c60 
3fdd189b 40466748 4023c553 3ff96f0a 40193f6e 3ff54ecd 40113132 3f8de137 
3fdbbc62 401f5b8b 4023e368 3ff1d2bc 3fd6b7ae 3fee9f2b 3fe76443 3f8fcf13 
3f7ff623 3f82c218 3fa42db0 3f9e6705 3f75767f 3fb8667e 3f8ce50a 3f5e0e2d 

401ae9f0 404ae2e3 4034cb7a 4009dea2 3ff9a3df 400fdbda 3fdab448 3f3071fa 
402890c4 405118b2 40630454 40517a1d 40517095 4033f607 400506de 3fcf021c 
3fba1b27 4026435a 4030c72b 40730880 40783f63 402044e2 402f6125 3fda747b 
3fc0a9fa 401f6305 402f54ee 4054525d 4043e852 404276c2 402a2616 3fd98206 
402ea5a7 4053b26e 405d45a2 4028d563 4024513f 40233623 4016054a 3fceaa90 
4039b433 40725f74 407e1dca 4036f605 40182587 402708ef 4036c947 3fe8958b 
3ffd4ee8 4069ea62 4068b69b 402ba83b 401fbf35 401f8250 403b707c 3fe9263c 
3f9aa692 3ff93842 3fe574a2 3fcd1202 3fcab96f 3fe58413 3ffab461 3f91618c 

3f892add 40170300 40178609 3feccaf3 3fe3109a 3fab949f 3fbd9ec3 3f7254dc 
3fc1c27c 40516004 4010e644 401d4404 402315d1 400f4b8e 400bcf7c 3f0c5fff 
3f9ed136 3fe0e0cb 40126f39 401c7bfd 402f567d 402ef69a 3fc9ec51 3f91c605 
3f8aad31 3faf144e 402bb2af 400c9d53 402a36e5 40056fd8 400a815f 3fb79b88 
3fcdf532 40188744 4045cd2d 401b5e04 3ff8172a 3fdd4d1f 3ff644fb 3f864b32 
3fea884f 40489367 4028e82d 4016cf79 402243fe 3fd1c6a5 400fa9ad 3fa83ce1 
3fdc0ca5 401c702a 40261cff 4007f051 3fe865ea 4001f431 4002fef1 3fbbe0bc 
3f607aed 3fa902db 3fe432f9 3f95a5b8 3f8cbb48 3fbb8f69 3fa36f94 3f7f09eb 

4020974d 4072fe21 407bb1d9 40674f16 404e68e7 405b2b46 4042a660 3fe7e850 
401df3e4 40904e32 409bda7a 40991ea9 409c7a26 408d259d 408195e0 4022f768 
400b9a9d 40642444 408080c6 40b0477b 40b2528c 40819060 4071725b 40286438 
40112b6d 404c71c6 4082b004 409ece9c 40b02a5e 40a0f3dd 403230e8 4032e4d2 
40573ad6 40930a91 40818658 4097e3ec 4096e053 407b9d5d 40817d14 4002574d 
404703ae 409d9f76 4097b244 408ada74 4075450b 408858ef 408439e7 404f4e1d 
4028e628 4085f0d1 40b46c16 408f044a 4061accc 4042d868 4098681f 40614fb5 
3fd05740 400bd7f7 4051d822 4049eed1 3fdd9d83 40031b2b 4010490a 402f04c9 

3f84123d 3ff81c43 3fd9d918 3fe2fb94 3ff8064d 3fdb2303 3fbf2a38 3fc2acf8 
3f95b1a9 401ace59 40587bf0 40586f35 4062de20 40332862 402a86d7 3ff9abcf 
3fba1468 403c78fc 402852dd 405cd057 405aba0e 403f3541 40119387 3fb45801 
3fe40e73 3fed9a41 40147dfe 4038f1ec 4051faee 405eff4e 40219236 3f84578c 
3ffc4cdb 4027a9eb 402dd189 40406e17 40578845 4038b317 40143bdf 4010cf3f 
3fbcc055 400ec3aa 403c89af 402b66ff 40242e9c 3ff02bd6 4029b0d1 400f9a68 
3f9185d0 40417e60 4074a6c4 4061a48f 4015d43e 3fdca653 400a8521 401d82db 
3f226d45 3fb0bbc3 3fb865c3 3fe02bcf 3fad6ecb 3f932f79 3fc55f66 3fa4f9ca 

400ca158 406e6f37 405e4cda 4042280f 405b7a1a 4043cf1e 4019dbd1 3fa1bda4 
401e7b27 40912ec7 409c5a9e 409d6cac 409b9fd0 407934c1 408d04bd 400ef401 
3fef963f 40658166 4096ffb3 40addd7c 40a1819d 409b982b 4073314a 401be70d 
4044df21 4047beb5 40a0f3e7 40a5f23a 40afba87 4090262e 406dae05 3fe0f4a6 
404f02a4 409200b0 40810296 4093d238 40a24fee 408a7576 405e14d2 3fcfae94 
404255f8 40a47011 40994e10 408c0705 4098d68d 408a2f25 4093f78f 402523af 
4032d701 4091c634 409b04d6 4092b6c7 405bf78c 405e4e5a 40840330 40486b2f 
3fc4ec2a 40273925 407a63d5 4059426e 402503f1 401b4f3e 40382d55 402506d5 

404924a6 4092935a 408c1341 40787e92 406e939f 40805928 403fe290 3fefc64a 
405d713b 409c27ec 40c376dd 40b6623d 40c3a472 40a88ddb 40924177 4059f87a 
400f2805 40952727 409aa627 40d7fdb6 40d7cdc6 40a07efb 4095dd03 405a098b 
4036e964 408c1dcf 409a9624 40c01f23 40c9e0fb 40be5001 4093a9c0 4024bdb0 
40847123 40b2aca4 40a1f7cc 40ae7e4e 40ad0287 40ad2dae 40877fc1 40316a04 
4085e974 40b5231e 40bfeaf6 40a6ada0 409fa218 409b9602 40a52d0e 4069fddc 
4034ca5b 40adfeec 40cb6a44 40b66d17 408f230f 4080b878 40a29225 40870035 
3fdbdeee 4057544f 40778b0b 406a2b1a 4044af8a 40218bd0 4055ef25 4035b335 

400987ae 40808d20 408d37ed 40753e9c 406e9756 40572cf3 405da4ec 3ffe1c2d 
403e91f1 40a9cc53 409ae07b 40af749e 40a74cd5 408fd22f 408d4365 400f45e7 
4022cdce 4069c651 40a236d2 40b22f27 40bcd332 40a38d01 40737531 40149256 
402baa48 4063e733 409ebfdd 40b358c3 40c4af7c 409270c3 40721ec7 40075283 
40531c29 4095c472 40a4c787 40a2d72e 409dd44e 40925d1d 407ef3c2 3feffc73 
404ae851 40ad18d0 40a65ab9 40a838a7 4098c5d2 40817b62 409adda8 4042b550 
4045d154 409871e2 40b0e9c8 4094a882 406d6c55 40675a27 409745e1 405ac3c3 
3fd2d0d1 403669ce 408e30db 404cf784 4017e97a 401ebcc2 4045766e 401bda90 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3e08b4e3 3ee27dbd 3e7f2519 3f4c52b6 3ea8a2b8 3e9ce43c 3e0882e3 3efb67e0 0 
0 3de0ad26 3f362781 3dd0f89a 3e2dc9d9 3e798d7a 3df7c12e 3f2ac150 3e6207ef 0 
0 3f327308 3dc40cf4 3f76f5bb 3b42e7a7 3f3c8a95 3f686899 3eedba73 3d88fa47 0 
0 3f1a979f 3e433c31 3f4808ce 3f7fbf91 3e941b3c 3e41476b 3f44721b 3ee87aad 0 
0 3f54b62c 3f1b45ad 3f6f9e6e 3f07f085 3f092004 3c05011a 3ee19857 3e93e7c6 0 
0 3f4cdbce 3f001555 3f674ddc 3e003a0d 3f1db7b9 3ca4f75f 3ec0062a 3f550589 0 
0 3f385f59 3eb35bb9 3f223ed3 3ce9980a 3f6b4d6e 3eaf9d92 3f44d0a1 3f35326c 0 
0 3dee0d3e 3f6ccde0 3f41c163 3eb93367 3e8d28db 3ee524b7 3f241c94 3f0e5f61 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e2da548 3ea051c0 3e4c0d68 3d3b8ebe 3f58017a 3e767096 3d12a49e 3f561fcf 0 
0 3efeda32 3ec0cdc6 3f76fb9f 3e8bd785 3e99563b 3f5d070d 3f669b32 3f642b6b 0 
0 3ee51a22 3e45778f 3eea1398 3f098a6e 3f63fd8d 3f354911 3f65acfc 3d389afe 0 
0 3deee526 3f66abb2 3ebd092d 3e057e62 3eb1d161 3e846b5d 3e2e23c4 3eedbe79 0 
0 3f45ebe7 3ee64626 3f21bab4 3e031a0b 3f20f2fd 3e0f7ddf 3f51a604 3ed89651 0 
0 3e3316a1 3e2b39d5 3e2fe610 3f455964 3ead9d83 3c863d4d 3f1b9ad2 3f4c886d 0 
0 3ecade41 3f2f2dff 3d8e9d9b 3eaa1bbd 3ecb226a 3dda4f34 3e1b9fb2 3ee1db81 0 
0 3ed053f6 3f0085d8 3f644fba 3e16c704 3f16e30d 3eaf2546 3f791609 3f0008ee 0 
0 0 0 0 0 0 0 0 0 0 

3f7c16e0 3ed6566f 3f510898 
3ec96c30 3e53b47e 3ea9fda0 
3f3d88dd 3f690e6e 3e478030 

3f6178e3 3e958a49 3f75273c 
3ecf9554 3f35932c 3f129a4c 
3f1fb44a 3f13ce3c 3f7b2fab 

3e893645 3eeba574 3e342a1f 
3e8fc9b0 3f5ace5d 3df7af94 
3e2259de 3f3ba8a3 3ebe4b1e 

3f46c919 3f396152 3ece1677 
3f50b636 3f2f54ff 3e767a39 
3f762e33 3edb1abb 3e2062b4 

3f760cf5 3efebbef 3f5f8cc7 
3e0d3721 3d4909a0 3e05a068 
3f510d6e 3f1a3175 3ef8e7b3 

3f06b7e5 3f18c121 3df91a5a 
3eeb490d 3f286b95 3f229a83 
3e8d9fe9 3f66a19e 3e9cb25e 

3f1aba71 3f5c552c 3ea9576c 
3da22fe0 3f716b24 3e3374e6 
3ee68a3d 3f52cfc0 3eaca3f9 

3f4dd97f 3f0dfd6d 3f249bab 
3f7d1d4c 3eaf15f4 3f4a7f9b 
3f372c9a 3f2ec28e 3f7b536b 

3f2e6095 3f366471 3f250e81 
3e8fa302 3f588450 3dadda1c 
3dbe5612 3e5ef25e 3dd859f9 

3f4ac553 3f182aba 3f1eed58 
3ef5234a 3e5288ea 3ea8234f 
3f72aa9b 3e986d7f 3e6083b6 

3ed370e8 3f79bf33 3f92576a 3f2660d4 3f5adb17 3f285f10 3f86853b 3f59478a 
3faa253f 3fc488d4 401fea3c 3feeb7be 400b9402 40176cf8 4008026c 3f8656dc 
3fb1e265 3ff02e9a 400ab369 40228782 3fee6787 4000268c 3ffd88ee 3ff6af1f 
3fb763b1 40599ed1 401e4c65 405c5f60 401cd32d 40186fd0 3ffeb995 3fbc2efc 
3fcdc6b0 40532b5d 404a0266 403ee475 400f48bc 3ff2c63c 3fcb1334 400db234 
3ff303fc 4061efaa 402c257c 4035dba5 3fee4f50 4019df29 3ff0df24 4005a131 
3fa5bb1b 40582127 402c8889 403cbbe9 3fa8cdcf 40161da3 401a247f 40096e88 
3f6b2f16 3fee4915 3fa31376 3fece109 3f8539c7 4005c74c 3fdd8ac8 3fb5d462 

3f8e04b8 3f8b8383 3fbdc1a2 3fa0d50e 3f8c8a3c 3fa6db76 3f96accf 3f722527 
3fb8de92 4021e5fb 40137ac8 40194f1f 402e2b61 4020d58f 4014f84f 3f820f74 
3fe631f5 4023c049 40460562 40224c2a 4016bf44 4048edbc 40104e24 3fd072e4 
3ff42d1f 4085c445 4040caac 408536b0 401d0ccb 40347ec1 401b121d 3fc06ca4 
400fe8bc 408a08ad 40617f2b 4063dc98 400cb55b 40122c98 40168728 3ff40581 
401bfa7c 4088d097 40360342 40674d4d 40010999 4039a57a 4020fe7f 4006973a 
40198985 407e00c2 403348cc 404b5ab3 3fff27b3 40417d27 404d5dac 4006eb43 
3f9438ec 401ebb9a 3fd1e9dc 400ac106 3f9c3a85 401c4e63 400a2e5d 3fc4e48f 

3f0331ec 3f82e571 3f2f3578 3f82f67f 3f4b1150 3f3ee9a0 3f597c32 3f3984e2 
3f5d9b7c 3fbca40e 3fb3cbc0 3f8fe2b8 3fc8ac1e 3fbae434 3faf557a 3f42a624 
3fa5f649 3fa5c2bd 4005fd87 3fbcbf2c 3fae088e 3fdf9408 3fe650ce 3f6c2378 
3fdb0e7d 3fe03d98 4012b103 400f0238 3fc3d659 3fa4b94c 3fd5049a 3f852cb8 
3fef0c8d 400536c1 401a3158 3ffb99a0 3fc2aec0 3f430b58 3fbe0fa8 3fba340e 
3ff224d1 4002383d 40094e3f 3fbe6f27 3fe14edc 3f92578e 3fc825ef 3fdaaa41 
3fc589d4 400a3a85 400349ec 3f9acaa6 3fca6fe2 3fbf519e 3ff49cbd 3fe82688 
3f1ab51f 3fb0b5b0 3faba61b 3f6655f4 3f61e3c5 3f89d8fd 3fa7d434 3f97f540 

3eb66dab 3f65d3c2 3fbd2c23 3f84dc62 3f9e4530 3f66ad47 3f654a63 3f9726df 
3f559d6c 3ffe7732 4002a5f8 400d35db 3fe35b6d 400924c5 400e442e 3fd0897b 
3f93c991 4012b496 4006efcd 401f6076 400c9137 4016f0b1 40148c42 40023339 
3fba07cf 4040f720 40316b13 406996ba 402cd073 40236e03 40064cea 3ff24af0 
3fd3308e 4057589b 405112e2 406e29c4 40100261 3ff06c61 3fc95c5a 400cb434 
3ff04ea2 40676436 40420b53 40440c8e 3fe74719 4016d29a 3fd7abc2 401e07b0 
3fc6cb16 403d0105 4045bf47 402e4e5a 3fe94f0d 4017b377 4018fea2 40370754 
3f76fcde 3ffd3f57 40068762 3fe82dd8 3fb5688a 3ffa843f 4002edc8 4000d632 

3ef3d92f 3f23f156 3f6703df 3ed750a3 3f02aa35 3f2c8b10 3f388195 3f385a2c 
3f82384e 3fdcd3fd 40020d26 40081066 4008c633 400580bd 3ff5f030 3f650adf 
3f96eaf9 3fe1ad5f 4003921e 400052bd 3fd03c22 3fe73d36 3fd13ccc 3fdbf2f9 
3fa3df4f 4050394a 40058e1b 404719ae 400653a9 4017bb32 3fd943ac 3f921b6a 
3fa7f289 404129d7 402a0b2c 4035a95f 3fed2341 3fef8886 3fd560c3 3fec450e 
3fd36b14 4051c74c 4014b77c 4034c0f2 3fc9f3b6 4017a524 3fd9209e 3fdb619b 
3fb7c870 4041aeb0 4020a3b8 40296f31 3f9bcfd5 3ffd6e8a 400871d2 3fe308cf 
3f4a6776 3fca41db 3f638a46 3fcac2eb 3f67f2c0 3fef3dea 3fbf7d41 3f9a77d0 

3f5fc700 3f9762e7 3fae3547 3fa19092 3fab57ab 3fda435c 3ffe8912 3fcf36f3 
3f95834b 3fe9dbbe 3ff33827 3ff72f83 40261c10 4041d610 4034af4f 3fe74cc2 
3f91fd2c 400bc504 400a34f0 400a619a 4008d772 4026f124 401a54af 3ff4e30c 
3fe30822 40065d70 3ff4c132 3fd06371 3fffb318 3ffe93f9 40161717 3fbec1cc 
3f9753bc 3ff957b9 3fecea6c 3ff78d7e 3fb23d68 3fc6dd68 3ffb354d 3ff45e07 
3fa6df38 3fe643d8 3fd4ca3a 3fdd0832 3fc3bf4e 3fa8d6a7 3fea4270 3ff6c17e 
3fab8cbb 3fdd0e4d 3febe62f 3fd3b474 3fe24826 3fb0a84d 40016710 3ff02ce9 
3f67fed2 3fdac1e9 3fad305e 3f950582 3f8c72b8 3fb3d078 3fa86008 3f8f4743 

3f406cf5 3f9a01ba 3fa3709a 3f779703 3fc04986 3fb98d6d 3fd0b412 3ff73111 
3f9bf518 3fc20abe 40008141 3fe31163 40203015 4040bb21 402663df 40060bd0 
3fb44d73 400a4559 401c5348 40007109 40096576 4022d60e 403a900c 3ff12913 
3fc0a80e 401c5713 3ff2b182 3fec928e 40153326 401ae695 4016e034 3fdfefdc 
3fb40fcb 3feb5694 40024ddc 3fc761e4 3fdc81fc 3f97b94e 4005d4a8 3ff2ec26 
3fc85fd1 4001f188 3fd2a7ad 3ff827dc 3fc7c83a 3f9e757b 3ffba168 4005e8cd 
3f9a14d5 3ff243ac 3fd89646 3ffea476 3fecb78f 3fba1774 40099e39 4015503e 
3f84ff83 3fc1b840 3fbeb905 3f45a47f 3f9a3cb1 3f6bedd3 3fafccf4 3f8296c6 

3f81f0ed 3fff128d 3fce1996 4003420f 3fe2c680 402881d9 40414030 3fc98676 
3fa10ebe 402e439f 401267b5 4065287b 4059c3fb 40847d9c 4072010e 40171863 
3fe4dd61 404a45c8 4033dba0 4049de36 403af2f6 406e4a9f 40644351 4023d435 
40060665 403d3a54 4030339f 404512d3 401f7bbf 406680ff 403683ef 3ff95b1b 
3fc61d63 402a099e 4031352b 402f6113 3fdb9077 402ccbcc 40242ab6 40150e28 
3fed1a6f 401d96f7 401f75e7 40167830 4002f36d 401bfde1 4013b6e6 400b5777 
